 -17, 401, 400, 383, 0, 4.288, 0.40
 4, 402, 401, 374, 0, 4.284, 0.80
 8, 399, 399, 374, 0, 4.268, 1.
 -4, 401, 401, 390, 0, 4.276, 0.50
 -19, 401, 401, 399, 0, 4.300, 0.40
 -26, 400, 400, 401, 0, 4.288, 0.70
 -23, 402, 401, 398, 0, 4.284, 0.60
 -1, 398, 399, 331, 0, 4.268, 0.60
 10, 401, 401, 355, 0, 4.264, 0.70
 8, 401, 401, 367, 0, 4.280, 0.80
 8, 400, 400, 370, 0, 4.280, 0.70
 7, 400, 400, 374, 0, 4.276, 0.80
 4, 399, 398, 380, 0, 4.264, 0.70
 5, 400, 400, 384, 0, 4.268, 0.70
 0, 400, 400, 385, 0, 4.276, 0.70
 5, 400, 400, 387, 0, 4.264, 0.40
 0, 401, 401, 390, 0, 4.264, 0.80
 4, 401, 401, 388, 0, 4.268, 0.70
 -11, 403, 403, 352, 6, 4.176, 0.40
 -26, 402, 401, 376, 4, 4.184, 0.70
 11, 402, 402, 360, 5, 4.200, 0.50
 6, 402, 402, 370, 3, 4.196, 0.50
 7, 402, 402, 374, 5, 4.192, 0.70
 7, 402, 401, 378, 5, 4.184, 0.40
 6, 402, 401, 379, 4, 4.180, 0.60
 -5, 402, 401, 386, 5, 4.192, 0.70
 -19, 402, 402, 388, 5, 4.192, 0.60
 -13, 402, 401, 376, 5, 4.188, 0.60
 0, 402, 401, 367, 5, 4.204, 0.70
 -11, 403, 403, 347, 6, 4.200, 0.60
 -24, 402, 402, 370, 5, 4.192, 0.60
 -22, 402, 402, 374, 5, 4.196, 0.70
 8, 402, 402, 356, 5, 4.196, 0.60
 12, 402, 401, 364, 6, 4.192, 0.70
 11, 402, 402, 366, 6, 4.216, 0.60
 9, 401, 402, 364, 4, 4.200, 0.50
 -26, 402, 401, 385, 5, 4.216, 0.60
 6, 402, 402, 367, 6, 4.200, 0.50
 8, 400, 400, 361, 6, 4.208, 0.40
 2, 402, 402, 372, 5, 4.204, 0.50
 -29, 402, 402, 353, 4, 4.212, 0.60
 -9, 402, 402, 366, 4, 4.200, 0.60
 0, 402, 402, 368, 5, 4.204, 0.30
 -15, 402, 401, 372, 6, 4.200, 0.50
 -15, 401, 401, 370, 3, 4.200, 0.50
 14, 402, 402, 362, 4, 4.220, 0.50
 12, 400, 400, 362, 4, 4.208, 1.
 -14, 400, 400, 374, 3, 4.204, 0.60
 -14, 401, 400, 375, 4, 4.220, 0.60
 8, 402, 402, 368, 4, 4.204, 0.40
 -86, 402, 401, 420, 4, 4.200, 0.60
 100, 402, 402, 174, 4, 4.232, 0.80
 -38, 401, 400, 533, 5, 4.260, 0.80
 19, 401, 401, 395, 5, 4.244, 0.50
 -26, 402, 402, 479, 5, 4.256, 0.50
 -7, 401, 401, 365, 5, 4.244, 0.80
 -8, 403, 403, 301, 4, 4.256, 0.60
 17, 401, 402, 294, 5, 4.256, 0.40
 46, 402, 401, 325, 5, 4.272, 0.50
 56, 401, 401, 303, 3, 4.268, 0.60
 10, 402, 402, 423, 6, 4.244, 0.50
 75, 401, 401, 161, 3, 4.264, 0.50
 -30, 401, 401, 401, 2, 4.252, 0.60
 -27, 403, 402, 402, 2, 4.268, 0.50
 -5, 403, 403, 403, 5, 4.256, 0.60
 -16, 403, 402, 402, 4, 4.252, 0.70
 -13, 402, 402, 402, 5, 4.276, 0.30
 -7, 402, 402, 402, 5, 4.256, 0.50
 -40, 403, 403, 402, 3, 4.256, 0.40
 -19, 401, 401, 401, 4, 4.256, 0.60
 -34, 403, 403, 402, 4, 4.252, 0.50
 -4, 401, 400, 400, 4, 4.256, 0.80
 -22, 403, 402, 401, 5, 4.256, 0.40
 -36, 403, 403, 403, 5, 4.256, 0.70
 -11, 403, 403, 403, 4, 4.264, 0.60
 -20, 403, 403, 403, 4, 4.252, 0.60
 -40, 402, 402, 402, 4, 4.252, 0.70
 -35, 402, 402, 402, 4, 4.276, 0.80
 -30, 403, 403, 402, 5, 4.256, 0.60
 -34, 402, 402, 402, 4, 4.268, 0.50
 -42, 403, 403, 403, 3, 4.260, 0.50
 -26, 402, 402, 401, 4, 4.256, 0.50
 -4, 402, 402, 402, 4, 4.260, 0.70
 -30, 403, 402, 403, 4, 4.252, 0.60
 -39, 401, 401, 401, 4, 4.260, 0.60
 -40, 403, 403, 403, 4, 4.260, 0.80
 -37, 403, 402, 402, 4, 4.248, 0.80
 -4, 402, 402, 402, 4, 4.260, 0.60
 -38, 402, 402, 402, 5, 4.256, 0.80
 -27, 401, 401, 401, 4, 4.264, 0.70
 -14, 403, 402, 402, 4, 4.260, 0.70
 -47, 403, 402, 402, 5, 4.256, 0.50
 -31, 402, 402, 402, 5, 4.256, 0.50
 -37, 402, 402, 402, 5, 4.256, 0.40
 -35, 402, 401, 401, 4, 4.256, 0.50
 -71, 403, 402, 402, 4, 4.248, 0.50
 -75, 403, 403, 403, 4, 4.256, 0.40
 30, 403, 402, 402, 4, 4.252, 0.60
 14, 403, 402, 402, 5, 4.272, 0.70
 18, 403, 402, 402, 5, 4.276, 0.70
 -17, 402, 402, 402, 5, 4.256, 0.70
 -10, 403, 402, 402, 5, 4.260, 0.50
 -14, 403, 403, 403, 5, 4.260, 0.90
 -25, 404, 403, 403, 6, 4.252, 0.60
 -48, 403, 403, 403, 6, 4.248, 0.50
 -4, 404, 404, 404, 5, 4.172, 0.80
 -35, 413, 412, 412, 3, 4.172, 0.80
 -32, 410, 410, 410, 4, 4.196, 0.40
 -27, 411, 410, 410, 5, 4.176, 0.40
 -7, 411, 410, 410, 4, 4.164, 0.40
 -30, 412, 412, 412, 4, 4.200, 0.50
 -1, 411, 410, 411, 4, 4.208, 0.50
 0, 412, 411, 411, 5, 4.208, 0.50
 -39, 412, 411, 411, 5, 4.208, 0.80
 -26, 412, 412, 412, 4, 4.200, 0.30
 -7, 412, 412, 412, 6, 4.208, 0.50
 -16, 411, 410, 411, 4, 4.208, 0.70
 -13, 415, 414, 414, 3, 4.208, 0.40
 -13, 410, 409, 409, 3, 4.208, 0.60
 -38, 412, 412, 412, 4, 4.204, 0.70
 -2, 411, 411, 411, 4, 4.208, 0.60
 -28, 412, 411, 411, 6, 4.220, 0.30
 -13, 412, 411, 411, 4, 4.212, 0.60
 -20, 412, 411, 411, 4, 4.204, 0.40
 -5, 412, 411, 412, 4, 4.212, 0.50
 -19, 412, 411, 412, 5, 4.216, 0.80
 -21, 411, 411, 411, 5, 4.212, 0.40
 -2, 411, 411, 411, 4, 4.208, 0.60
 -18, 412, 411, 411, 5, 4.208, 0.60
 -29, 410, 411, 411, 4, 4.212, 0.50
 -35, 413, 412, 412, 5, 4.208, 0.40
 -26, 412, 411, 411, 4, 4.208, 0.80
 -34, 412, 411, 412, 3, 4.212, 0.90
 -32, 412, 412, 411, 5, 4.212, 0.70
 -9, 411, 411, 411, 5, 4.208, 0.40
 -14, 411, 410, 411, 5, 4.224, 0.60
 -29, 412, 412, 412, 5, 4.212, 0.70
 -23, 411, 411, 411, 4, 4.208, 0.80
 -30, 412, 411, 411, 4, 4.208, 0.60
 -18, 411, 411, 411, 7, 4.208, 0.60
 -34, 412, 411, 411, 3, 4.220, 0.60
 -29, 410, 410, 409, 5, 4.216, 0.80
 -5, 411, 411, 411, 5, 4.212, 0.50
 -18, 410, 410, 410, 6, 4.220, 0.70
 -32, 412, 412, 411, 6, 4.212, 0.80
 -4, 411, 411, 411, 4, 4.208, 0.60
 -5, 411, 411, 411, 7, 4.212, 0.60
 -43, 411, 411, 411, 5, 4.220, 0.70
 -14, 412, 412, 412, 5, 4.212, 0.60
 -31, 412, 411, 411, 6, 4.220, 0.80
 -7, 411, 411, 411, 4, 4.212, 0.60
 -9, 411, 411, 412, 6, 4.216, 0.70
 -38, 411, 411, 410, 6, 4.208, 0.40
 -4, 411, 410, 411, 4, 4.212, 0.70
 -39, 410, 409, 409, 4, 4.216, 0.60
 -19, 411, 411, 411, 6, 4.216, 0.80
 -14, 411, 411, 411, 5, 4.208, 0.60
 -22, 412, 411, 411, 5, 4.228, 0.60
 -4, 412, 411, 412, 4, 4.224, 0.60
 -7, 412, 412, 411, 4, 4.208, 0.60
 -18, 412, 411, 411, 4, 4.212, 0.70
 -28, 411, 411, 411, 4, 4.208, 0.40
 -37, 412, 411, 411, 4, 4.208, 0.80
 -13, 411, 411, 411, 5, 4.208, 0.70
 -13, 411, 411, 411, 4, 4.212, 0.70
 -17, 411, 411, 411, 5, 4.212, 0.40
 -25, 411, 410, 410, 5, 4.212, 0.60
 -7, 411, 410, 411, 5, 4.228, 1.10
 -35, 412, 412, 412, 4, 4.208, 0.70
 -17, 410, 409, 409, 5, 4.224, 0.80
 -22, 412, 411, 411, 5, 4.220, 0.50
 -23, 412, 411, 411, 5, 4.228, 0.70
 -37, 412, 411, 411, 5, 4.212, 0.70
 -34, 412, 411, 411, 5, 4.208, 0.40
 -5, 411, 410, 411, 4, 4.208, 0.70
 -11, 411, 411, 411, 4, 4.228, 0.40
 -7, 412, 411, 411, 5, 4.220, 0.60
 -31, 410, 410, 410, 6, 4.212, 0.70
 -35, 410, 409, 409, 4, 4.212, 0.60
 -3, 411, 411, 411, 4, 4.212, 0.90
 -42, 411, 411, 411, 5, 4.224, 0.80
 -12, 412, 411, 411, 5, 4.212, 0.60
 -7, 412, 411, 411, 5, 4.208, 0.60
 -10, 409, 409, 409, 6, 4.216, 0.60
 -16, 409, 409, 409, 6, 4.216, 0.70
 -40, 411, 411, 411, 6, 4.228, 0.40
 -10, 412, 411, 411, 5, 4.208, 0.40
 -27, 411, 411, 411, 4, 4.212, 0.70
 -10, 411, 411, 411, 5, 4.212, 0.70
 -37, 412, 411, 411, 5, 4.232, 0.60
 -21, 411, 411, 411, 5, 4.212, 0.50
 -37, 411, 411, 411, 5, 4.216, 0.70
 0, 411, 411, 411, 5, 4.212, 0.80
 -40, 411, 411, 411, 5, 4.208, 0.70
 -39, 412, 411, 411, 5, 4.212, 0.40
 -11, 411, 410, 411, 4, 4.216, 0.50
 -12, 409, 409, 409, 5, 4.216, 0.60
 -4, 411, 410, 411, 4, 4.208, 0.50
 -8, 411, 411, 411, 6, 4.212, 0.70
 -10, 411, 411, 411, 6, 4.220, 0.60
 -32, 411, 411, 411, 4, 4.212, 0.80
 -31, 411, 411, 410, 5, 4.224, 0.70
 -30, 410, 410, 411, 5, 4.212, 0.60
 -34, 410, 410, 410, 6, 4.232, 0.60
 -16, 412, 413, 413, 4, 4.216, 0.60
 -48, 413, 412, 412, 6, 4.216, 0.70
 -17, 410, 409, 410, 4, 4.204, 0.80
 -4, 411, 410, 411, 4, 4.216, 0.60
 -31, 411, 411, 410, 7, 4.216, 0.70
 -14, 411, 410, 411, 6, 4.216, 0.70
 -26, 411, 411, 410, 5, 4.208, 0.60
 -35, 411, 410, 411, 5, 4.212, 0.70
 -9, 412, 412, 412, 5, 4.204, 0.50
